stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,stop_short_name
104667,Eastbound E Trans-Canada Hwy Frtg at Industrial,50.6800669964155,-120.26701799962801,104667,0,,Eastbound E Trans-Canada Hwy Frtg at Industrial
104668,Eastbound Flamingo at Highland,50.67873099612479,-120.261829000233,104668,0,,Eastbound Flamingo at Highland
104669,Southbound Highland at Crescent,50.6773719961785,-120.26198799952401,104669,0,,Southbound Highland at Crescent
104670,Southbound 280 block Highland,50.674053995879504,-120.263773000367,104670,0,,Southbound 280 block Highland
104671,Westbound QuAppelle at Stikine,50.6612139962609,-120.262826000531,104671,0,,Westbound QuAppelle at Stikine
104672,Eastbound Coldwater at Skeena,50.660089995766796,-120.265200999482,104672,0,,Eastbound Coldwater at Skeena
104673,Eastbound 2100 block Skeena,50.6601569958287,-120.26156900069701,104673,0,,Eastbound 2100 block Skeena
104674,Eastbound 2210 block Skeena,50.659918995923,-120.257921000332,104674,0,,Eastbound 2210 block Skeena
104675,Northbound Finlay at Omineca,50.661010996033795,-120.254423999907,104675,0,,Northbound Finlay at Omineca
104676,Eastbound QuAppelle at Finlay,50.66194899654249,-120.25389799952302,104676,0,,Eastbound QuAppelle at Finlay
104677,Eastbound QuAppelle at Abitibi,50.6616429962711,-120.249078000408,104677,0,,Eastbound QuAppelle at Abitibi
104678,Southbound QuAppelle at Nechako,50.660580996519194,-120.24593199934901,104678,0,,Southbound QuAppelle at Nechako
104679,Eastbound QuAppelle at Adams,50.6593729961984,-120.243220999574,104679,0,,Eastbound QuAppelle at Adams
104680,Eastbound QuAppelle at Capilano,50.658395996216,-120.237311999285,104680,0,,Eastbound QuAppelle at Capilano
104681,Northbound Churchill at Squamish,50.65886999588469,-120.23458499983902,104681,0,,Northbound Churchill at Squamish
104682,Westbound Capilano at QuAppelle,50.6595449958146,-120.237887999747,104682,0,,Westbound Capilano at QuAppelle
104683,Westbound QuAppelle at Capilano,50.6587989966022,-120.23905000024601,104683,0,,Westbound QuAppelle at Capilano
104684,Westbound QuAppelle at Adams,50.6594849965482,-120.24314600002901,104684,0,,Westbound QuAppelle at Adams
104685,Northbound QuAppelle at Nechako,50.6606429958539,-120.24569700023201,104685,0,,Northbound QuAppelle at Nechako
104686,Westbound QuAppelle at Bella Coola,50.6617979958817,-120.24845000029501,104686,0,,Westbound QuAppelle at Bella Coola
104687,Westbound QuAppelle at Finlay,50.6621779963175,-120.25429499950401,104687,0,,Westbound QuAppelle at Finlay
104688,Southbound 2200 block QuAppelle,50.661435996424395,-120.25763599990601,104688,0,,Southbound 2200 block QuAppelle
104689,Westbound QuAppelle at Highland,50.66113299631309,-120.26091100015,104689,0,,Westbound QuAppelle at Highland
104690,Northbound 310 block Highland,50.6735959964769,-120.26367600012601,104690,0,,Northbound 310 block Highland
104691,Northbound Highland at Valleyview,50.6766049963748,-120.261877999364,104691,0,,Northbound Highland at Valleyview
104692,Northbound Highland at Crescent,50.6779079961009,-120.261375000615,104692,0,,Northbound Highland at Crescent
104693,Westbound Flamingo at Highland,50.6789029962597,-120.262104999396,104693,0,,Westbound Flamingo at Highland
104694,Westbound E Trans-Canada Hwy Frtg at Industrial,50.6801529957323,-120.26667700048601,104694,0,,Westbound E Trans-Canada Hwy Frtg at Industrial
104695,Westbound Falcon at Oriole,50.6789409961941,-120.271404000158,104695,0,,Westbound Falcon at Oriole
104696,Southbound Oriole at Glenwood,50.676788995897695,-120.272454999667,104696,0,,Southbound Oriole at Glenwood
104697,Westbound 1970 block Valleyview,50.6758749965162,-120.27474799924501,104697,0,,Westbound 1970 block Valleyview
104698,Westbound Valleyview at Knollwood,50.6757509959561,-120.28441099972001,104698,0,,Westbound Valleyview at Knollwood
104699,Westbound Valleyview at Knollwood,50.6752189964089,-120.288908999685,104699,0,,Westbound Valleyview at Knollwood
104700,Southbound Valleyview at Strom,50.67426699573009,-120.291087999769,104700,0,,Southbound Valleyview at Strom
104701,Westbound Valleyview at E Trans-Canada Hwy Frtg,50.672504995923894,-120.29612999958,104701,0,,Westbound Valleyview at E Trans-Canada Hwy Frtg
104702,Westbound Columbia at Nicola,50.6722169963753,-120.30777399947601,104702,0,,Westbound Columbia at Nicola
104703,Westbound Columbia at 10th Ave,50.6714319958038,-120.316978999483,104703,0,,Westbound Columbia at 10th Ave
104704,Westbound Columbia at 8th Ave,50.6714469959365,-120.32174500000701,104704,0,,Westbound Columbia at 8th Ave
104705,Northbound 6th Ave at Nicola,50.671969995930795,-120.32705500062902,104705,0,,Northbound 6th Ave at Nicola
104706,Northbound 6th Ave at St Paul,50.6742749961291,-120.32701399960702,104706,0,,Northbound 6th Ave at St Paul
104707,Eastbound Valleyview at Highland,50.676148995789895,-120.261350000213,104707,0,,Eastbound Valleyview at Highland
104708,Eastbound Valleyview at Miller,50.6751769962921,-120.256552000084,104708,0,,Eastbound Valleyview at Miller
104709,Eastbound Valleyview at River,50.674186995888,-120.25184199994901,104709,0,,Eastbound Valleyview at River
104710,Eastbound Valleyview at MacAdam,50.673239996087496,-120.245433000399,104710,0,,Eastbound Valleyview at MacAdam
104711,Eastbound Valleyview at McKay,50.6728809961255,-120.24167500058101,104711,0,,Eastbound Valleyview at McKay
104712,Northbound Tanager at Valleyview,50.672997996133006,-120.23887399999902,104712,0,,Northbound Tanager at Valleyview
104713,Eastbound E Trans-Canada at Holman,50.6696539962404,-120.204257000421,104713,0,,Eastbound E Trans-Canada at Holman
104714,Southbound Todd at Crawford,50.6675709960303,-120.18777600056701,104714,0,,Southbound Todd at Crawford
104715,Southbound Todd at Klahanie,50.6571189963623,-120.18436099978001,104715,0,,Southbound Todd at Klahanie
104716,Southbound Todd at Lamar,50.6546839960795,-120.18182800005602,104716,0,,Southbound Todd at Lamar
104717,Southbound Todd at Sunrise,50.6511739963082,-120.17966200049801,104717,0,,Southbound Todd at Sunrise
104718,Eastbound Lamar at Todd,50.6495679963928,-120.176598000423,104718,0,,Eastbound Lamar at Todd
104719,Northbound Lamar at Norland,50.6495399961189,-120.174126999795,104719,0,,Northbound Lamar at Norland
104720,Northbound Clearview at Wildwood,50.6524589961401,-120.17468800041301,104720,0,,Northbound Clearview at Wildwood
104721,Eastbound Clearview at Belair,50.6530139960761,-120.16963399951,104721,0,,Eastbound Clearview at Belair
104722,Eastbound Clearview at Foxwood,50.6518509965467,-120.16476199945001,104722,0,,Eastbound Clearview at Foxwood
104723,Eastbound Clearview at Todd,50.65072599570859,-120.162761999865,104723,0,,Eastbound Clearview at Todd
104724,Westbound Todd at Belair,50.649190996454095,-120.16407599974,104724,0,,Westbound Todd at Belair
104725,Southbound Todd at Pringle,50.648290996048495,-120.166472000118,104725,0,,Southbound Todd at Pringle
104726,Westbound Todd at Pratt,50.645615996340396,-120.16984499932701,104726,0,,Westbound Todd at Pratt
104727,Westbound 1450 block Todd,50.64790299583709,-120.17460999982701,104727,0,,Westbound 1450 block Todd
104728,Northbound Todd at Lamar,50.6494589958782,-120.176808000307,104728,0,,Northbound Todd at Lamar
104729,Westbound Todd at Sunrise,50.650794995756,-120.179093999763,104729,0,,Westbound Todd at Sunrise
104730,Northbound Todd at Lamar,50.6551129957358,-120.181937000348,104730,0,,Northbound Todd at Lamar
104731,Northbound Todd at Klahanie,50.6573619960274,-120.18438599985001,104731,0,,Northbound Todd at Klahanie
104732,Northbound Todd at Dallas,50.667739996470004,-120.18739400036301,104732,0,,Northbound Todd at Dallas
104733,Eastbound Dallas at Bogetti,50.66796899630249,-120.18182200025701,104733,0,,Eastbound Dallas at Bogetti
104734,Eastbound Dallas at Ridge,50.6679479962165,-120.177263999749,104734,0,,Eastbound Dallas at Ridge
104735,Eastbound Dallas at Todd Hill,50.665665996302494,-120.16976499986201,104735,0,,Eastbound Dallas at Todd Hill
104736,Eastbound Dallas at Todd Hill,50.6647059962248,-120.16396499952901,104736,0,,Eastbound Dallas at Todd Hill
104737,Eastbound Dallas at Mountview,50.6647709962407,-120.157363000469,104737,0,,Eastbound Dallas at Mountview
104738,Eastbound Dallas at Yarrow,50.66564699654769,-120.150895000177,104738,0,,Eastbound Dallas at Yarrow
104739,Eastbound 6750 block Dallas,50.6656289964172,-120.14535400004401,104739,0,,Eastbound 6750 block Dallas
104740,Eastbound 7120 block Dallas,50.6637409959968,-120.13651400002901,104740,0,,Eastbound 7120 block Dallas
104741,Eastbound 7320 block Dallas,50.6628519965551,-120.13204700035101,104741,0,,Eastbound 7320 block Dallas
104742,Eastbound Dallas at OConnor,50.662173995827295,-120.12918500038201,104742,0,,Eastbound Dallas at OConnor
104743,Eastbound 7590 block Dallas,50.6587669964219,-120.123054999714,104743,0,,Eastbound 7590 block Dallas
104744,Eastbound Dallas at Peerless,50.6562199963127,-120.10543399929401,104744,0,,Eastbound Dallas at Peerless
104745,Eastbound Dallas at Andover,50.655522996197895,-120.097305999495,104745,0,,Eastbound Dallas at Andover
104746,Eastbound Dallas at Cougar,50.6554759959812,-120.083940000345,104746,0,,Eastbound Dallas at Cougar
104747,Eastbound 9150 block Dallas,50.65493599570429,-120.07692400005101,104747,0,,Eastbound 9150 block Dallas
104748,Southbound Kokanee at E Trans-Canada,50.6595499962171,-120.119051000668,104748,0,,Southbound Kokanee at E Trans-Canada
104749,Westbound 7540 block Dallas,50.6590679964227,-120.12350000022201,104749,0,,Westbound 7540 block Dallas
104750,Westbound Dallas at OConnor,50.6618819963572,-120.128229000401,104750,0,,Westbound Dallas at OConnor
104751,Westbound 7300 block Dallas,50.6631349964344,-120.13269500000501,104751,0,,Westbound 7300 block Dallas
104752,Westbound 7110 block Dallas,50.663855996321004,-120.13651999982001,104752,0,,Westbound 7110 block Dallas
104753,Westbound 6750 block Dallas,50.665753996408796,-120.145213999579,104753,0,,Westbound 6750 block Dallas
104754,Westbound Dallas at Yarrow,50.665783996207395,-120.15099599999901,104754,0,,Westbound Dallas at Yarrow
104755,Westbound Dallas at Mountview,50.6648659964233,-120.157618999669,104755,0,,Westbound Dallas at Mountview
104756,Westbound Dallas at Todd Hill,50.6649489961252,-120.16478100031802,104756,0,,Westbound Dallas at Todd Hill
104757,Westbound Dallas at Harper,50.6669259959443,-120.17359599998301,104757,0,,Westbound Dallas at Harper
104758,Westbound Dallas at Ridge,50.668032995724296,-120.176421999884,104758,0,,Westbound Dallas at Ridge
104759,Westbound Dallas at Bogetti,50.6681119957944,-120.18210800009301,104759,0,,Westbound Dallas at Bogetti
104760,Westbound E Trans-Canada at Nina,50.669704995914195,-120.182969999731,104760,0,,Westbound E Trans-Canada at Nina
104761,Southbound Tanager at Sunset,50.673939995800495,-120.238592000322,104761,0,,Southbound Tanager at Sunset
104762,Westbound Valleyview at Tanager,50.6727779964413,-120.23954400060701,104762,0,,Westbound Valleyview at Tanager
104763,Westbound Valleyview at McKay,50.6731259957503,-120.24300699997201,104763,0,,Westbound Valleyview at McKay
104764,Westbound Valleyview at MacAdam,50.673442996072694,-120.246328999767,104764,0,,Westbound Valleyview at MacAdam
104765,Westbound Valleyview at River,50.6745399959175,-120.252845999366,104765,0,,Westbound Valleyview at River
104766,Westbound Valleyview at Park,50.675540996055,-120.257525999551,104766,0,,Westbound Valleyview at Park
104767,Westbound Battle at 13th Ave,50.6732559962647,-120.30816300066901,104767,0,,Westbound Battle at 13th Ave
104768,Westbound Battle at 12th Ave,50.6732239961848,-120.310824999674,104768,0,,Westbound Battle at 12th Ave
104769,Westbound Victoria at 10th Ave,50.6742509965083,-120.31583199993501,104769,0,,Westbound Victoria at 10th Ave
104770,Eastbound Mattoch-McKeague at Cameron,50.791947996396104,-120.317895000099,104770,0,,Eastbound Mattoch-McKeague at Cameron
104832,Westbound Valleyview at Sunset,50.6723539961145,-120.235562000344,104832,0,,Westbound Valleyview at Sunset
104884,Eastbound Dallas at Harper,50.6665239961496,-120.173074000154,104884,0,,Eastbound Dallas at Harper
104910,Westbound McGill at Bestwick,50.667270996330195,-120.338709000239,104910,0,,Westbound McGill at Bestwick
151000,Eastbound Versatile at Copperhead,50.6588993281459,-120.396943934467,151000,0,,Eastbound Versatile at Copperhead
151001,Eastbound 1700 blcok Versatile,50.6560566428924,-120.390099626871,151001,0,,Eastbound 1700 blcok Versatile
151002,Southbound Versatile at Hugh Allan,50.6536707838727,-120.38342727034001,151002,0,,Southbound Versatile at Hugh Allan
151003,Westbound Victoria at 8th,50.675881934381394,-120.321294996071,151003,0,,Westbound Victoria at 8th
151004,Eastbound Columbia  at 3rd,50.6712903993835,-120.33367045606201,151004,0,,Eastbound Columbia at 3rd
151022,SB Grand Blvd AT Valleyview Dr,50.670355403759004,-120.22752187661001,151022,0,,SB Grand Blvd AT Valleyview Dr
151023,NB Grand Blvd AT Valleyview Dr,50.6704023460974,-120.22720848787301,151023,0,,NB Grand Blvd AT Valleyview Dr
800004,Lansdowne Exchange,50.67678599570149,-120.32701099938102,800004,1,,Lansdowne Exchange
800007,North Shore Exchange,50.6978929965498,-120.359947000236,800007,1,,North Shore Exchange
800014,TRU Exchange,50.6710949963501,-120.368817999626,800014,1,,TRU Exchange
